Customers[Customer Key],Customers[Customer Name],Customers[Birth Date],Customers[Marital Status],Customers[Gender],Customers[Yearly Income],Customers[Total Children],Customers[Number of Children at Home],Customers[Education],Customers[Occupation],Customers[House Owner],Customers[Number of Cars Owned],Customers[Customer Type],Customers[Company Name],Customers[Country],Customers[State]
"3295","Gray, Steven","22-11-1957 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"3296","Thomas, Hannah","14-07-1957 00:00:00","S","F","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"3475","Murphy, Jacqueline","21-09-1955 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"4199","Watson, Lauren","02-10-1957 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"4777","Mitchell, Jesse","13-09-1957 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"6437","Ramirez, Evan","08-07-1955 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"6438","Baker, Natalie","19-06-1955 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"6533","Patterson, Nathan","25-05-1956 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"7410","Washington, Olivia","12-09-1955 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"7411","Davis, Joshua","21-11-1955 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"7425","Williams, Samuel","12-07-1954 00:00:00","S","M","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"7426","Brooks, Garrett","14-09-1954 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"7506","Scott, Carol","04-11-1957 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"7508","Baker, Edward","13-07-1957 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"7510","Foster, Xavier","16-04-1956 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"7511","Washington, Samuel","26-02-1956 00:00:00","S","M","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"7834","Baker, Morgan","03-03-1955 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"7836","Coleman, Isabelle","14-04-1955 00:00:00","S","F","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"7946","Cox, Marcus","23-06-1956 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"7947","Simmons, Brandon","08-08-1956 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"8703","Diaz, Edward","02-10-1955 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"8704","Baker, Katelyn","02-10-1955 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"8811","Long, Oscar","15-10-1957 00:00:00","S","M","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"8819","Anderson, Brianna","18-01-1956 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"8820","Brown, Andrew","12-05-1956 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"8821","Coleman, Alexandra","03-03-1956 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"9350","Harris, Nicole","12-12-1955 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"9464","Bryant, Jasmine","26-08-1957 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"10304","Jenkins, Sydney","14-08-1955 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"10425","Alexander, Emily","04-09-1956 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"10426","Hall, Carlos","27-06-1956 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"10427","Raje, Jon","06-10-1956 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"11222","Kumar, Benjamin","18-10-1957 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"11227","Sanders, Morgan","24-10-1956 00:00:00","M","F","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"11228","Cai, Barbara","21-05-1956 00:00:00","M","F","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"11230","Perry, Wyatt","08-08-1956 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"12040","Scott, Wyatt","03-07-1955 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"12041","Morgan, Seth","15-03-1955 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"12134","White, Alexis","11-12-1957 00:00:00","M","F","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"12140","Yang, Christian","16-06-1956 00:00:00","S","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"12453","Watson, Eduardo","23-04-1957 00:00:00","M","M","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"13392","Washington, Marissa","27-03-1956 00:00:00","M","F","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"14149","Simmons, Ryan","06-10-1957 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"14153","Sanders, Maria","19-08-1956 00:00:00","S","F","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"14198","Perry, Kyle","08-03-1954 00:00:00","M","M","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"15049","Oliver, Brad","01-01-1956 00:00:00","M","M","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"15094","Washington, Nicole","10-08-1955 00:00:00","S","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"15095","Butler, Sarah","11-06-1955 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"15676","King, Natalie","24-03-1957 00:00:00","M","F","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"15677","Jenkins, Emily","19-07-1957 00:00:00","M","F","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"15682","Jackson, Zachary","03-04-1956 00:00:00","S","M","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"15711","Green, Jan","25-11-1955 00:00:00","M","F","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"15712","Bryant, Mya","25-07-1955 00:00:00","S","F","60000","2","0","High School","Professional","0","2","Person","","United States","California"
"16612","Edwards, Jack","03-12-1956 00:00:00","M","M","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"16613","Hill, Lucas","25-11-1956 00:00:00","M","M","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"17222","Rodriguez, Isabella","13-11-1957 00:00:00","M","F","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"17224","Davis, Jessica","07-07-1957 00:00:00","S","F","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"17272","Gonzalez, Sean","04-06-1955 00:00:00","S","M","60000","2","0","High School","Professional","1","2","Person","","United States","California"
"5889","Hughes, Arianna","18-02-1954 00:00:00","S","F","60000","3","0","Partial High School","Skilled Manual","1","2","Person","","United States","California"
"5890","Rodriguez, Daniel","06-09-1954 00:00:00","S","M","60000","3","0","Partial High School","Skilled Manual","1","2","Person","","United States","California"
"8717","Martin, Logan","26-04-1954 00:00:00","S","M","60000","3","0","Partial High School","Skilled Manual","1","2","Person","","United States","California"
"16667","Garcia, Alyssa","26-07-1954 00:00:00","M","F","60000","3","0","Partial High School","Skilled Manual","1","2","Person","","United States","California"
"195","Price, Jacqueline","10-06-1945 00:00:00","M","F","60000","4","0","Bachelors","Management","1","2","Person","","United States","California"
"1080","Cooper, Nathaniel","13-10-1945 00:00:00","M","M","60000","4","0","Bachelors","Management","0","2","Person","","United States","California"
"2211","Simmons, Ethan","27-05-1945 00:00:00","M","M","60000","4","0","Bachelors","Management","1","2","Person","","United States","California"
"2213","Phillips, Logan","10-08-1945 00:00:00","M","M","60000","4","0","Bachelors","Management","1","2","Person","","United States","California"
"2358","Gonzales, Blake","27-09-1945 00:00:00","S","M","60000","4","0","Bachelors","Management","1","2","Person","","United States","California"
"2360","Wood, Ian","02-09-1945 00:00:00","M","M","60000","4","0","Bachelors","Management","1","2","Person","","United States","California"
"4308","Garcia, Jennifer","25-04-1945 00:00:00","M","F","60000","4","0","Bachelors","Management","1","2","Person","","United States","California"
"4309","Lal, Christy","11-04-1945 00:00:00","M","F","60000","4","0","Bachelors","Management","1","2","Person","","United States","California"
"4310","Wilson, Dylan","02-08-1945 00:00:00","M","M","60000","4","0","Bachelors","Management","1","2","Person","","United States","California"
"4313","Gonzales, Alexandria","15-07-1945 00:00:00","M","F","60000","4","0","Bachelors","Management","1","2","Person","","United States","California"
"4884","Coleman, Tristan","13-11-1945 00:00:00","M","M","60000","4","0","Bachelors","Management","1","2","Person","","United States","California"
"4885","Bradley, Dakota","07-07-1945 00:00:00","M","M","60000","4","0","Bachelors","Management","0","2","Person","","United States","California"
"6139","Jenkins, Melanie","08-07-1946 00:00:00","S","F","60000","4","0","Bachelors","Management","1","2","Person","","United States","California"
"7071","Martinez, Alyssa","04-02-1946 00:00:00","M","F","60000","4","0","Bachelors","Management","1","2","Person","","United States","California"
"7072","Campbell, Katelyn","13-08-1946 00:00:00","M","F","60000","4","0","Bachelors","Management","1","2","Person","","United States","California"
